Kalimat;label
tim IT yang nge-hack nya ngasih tampilan download dari repository?;1
rahasia pintarnya adalah minum kencing onta;2
canggih bohongi kampret;3
Jgn dipuji gt dong..makin ga karuan ntr angkanya, bs2 ganti jd slisih 0,5%;1
lehuga ,, jelas pinter wong mainnya ama kuda;1
Kampret jenius iq 70;3
Tapi emg goblog;3
Halah tim it bpn bsanya cuma excel sama word.;1
beneran IT ga tuh coba test algoritma ama statistika deskriptif paling berak dicelana tuh pada;1
Coba mereka suruh jabarin secara detail gimana cara dan metode apa yg digunakan untuk memanipulasi daftar pemilih tetap (DPT) melalui sistem IT;1
Apakah kalo mau jadi ahli IT harus sekolah Informatika dulu atau cukup koar2 di twitter?;1
pinternya sambil abai ama logika ya gini hasilnya;1
"kan lebih kpu dari kpu lebih IT dr Ahli IT lebih TNI dari TNI pokoknya lebih semua deh...intinya apapun yg Anda katakan Dia lebih dari yg lebih....gitu aja kok repot....

kembali ke jargon org jawa...

seng waras ngalah";1
"gila sumpah.... ahli banget.... ahli IT paling hebat itu pasti.....

hebat bener......... level paling dewa tuh...... pasti sudah sangat menguasai IT dilevel tertinggi untuk mereka, yaitu Copy & Paste";1
tidur kebalik biar aliran darah ngumpul di otak bisa jadi resepnya;1
"bilang aja Tim IT nya goblog

halus banget pake sindiran segala 



udah pada tau kok orang-orang juga tim nya pada GOBLOG";3
"


Dicampur kencing kuda makin pintar, bre";2
lebih IT dari yg paling IT;1
pakarnya pakar mereka itu;1
Canggih memang tim IT Badan Pelawak Nasional;1
Team IT nya kebanyakan minum kencing onta;2
MEMANG AHLI IT BPN LEBIH IT DARIPADA IT MANA PUN DI MUKA BUMI;1
"
kembali ke jargon org jawa...

seng waras ngalah


Jangan gan, mending lawan. Udah ga jaman lagi itu jargon";1
IT yg jenius itu ketika mereka kerja bs menolong org banyak, bukan kerja untuk menjerumuskan orang banyak  soo isep aibon dlu biar fresh otak nya;1
"
Bahalul";2
Syarat jadi pendukung wowo itu harus bisa digoblogi dan menggoblogi, minimal pura2 goblog.;3
Jangan lupa campur madu pait biar joss;1
Kencing onta asli apa onta bonbin bray yg bagus ?;2
"Tentu saja kan di sana ada mantan menteri kominfo Bekatul Semriwing yang terkenal dengan hukum Internet I:



""Internet cepat buat apa?""



Hukum internet yang menggetarkan logika para penggiat IT internasional.";1
saking pinternya doi kaga baca disclaimer di situng...;1
"""Internet cepat buat apa?""



Hukum internet yang menggetarkan logika para penggiat IT internasional. 


Hukum internet paling fenomenal";1
"Halo teman-teman, 

maaf jika saya out of topic. Disini saya meminta bantuan teman-teman untuk mengisi kuesioner saya yang sedang berjuang lulus tahun ini.

Jika teman-teman disini pengguna aplikasi SAP (System Application Product) mohon isi link dibawah ini.












Terima kasih";1
jenius lah, kan kemaren ada yg nemuin robot, aduh lupa saya namanya. . .;1
"
Ngalah bukan berarti lari dari kenyataan...



Mksudnya Batu jgn di lawan pake batu ...

Batu kudu disiram air nt bakal ke gerus sendiri...

Semua tinggal nunggu proses...



Semakin deras aliranya semakin cepat gerusanya kl aliranya lambat ya sabar wae..

Toh nt juga bakalan ancur juga...saya mah cuma mau nikmati aja sambil ngopi dlu ni bray


Sorry gan, Tuhan menciptakan dua tangan untuk baku hantam, bukan untuk coli";3
"Wajarlah IT nya lebih canggih kan robot, bukan manusia...

Robotnya dari planet namec jadi bisa lihat kesalahan situng, tapi kekurangan nya, si robot nggak bisa njelasin kesalahan nya di mana. Taunya pokoknya salah.";1
"Dungu2, prinsip dari situng aja gk ngerti malah nuduh2 manipulasi. Mau situngnya diotak atik jokowi 100% maupun prabowo 100% tetep aja gk ngaruh, karena sejatinya perhitungan manual yg dijadikan acuan. 



Perhitungan manual ini kan berjenjang dari daerah sampe pusat, disaksikan dan ditandantangi oleh kedua kubu. Jadi kalo ada ketidaksesuaian C1 pasti ada protes dari perwakilan kubu di tahap ini!! Masa gk ngerti2 nasbungtaik";2
"KPU pura-pura kaget atau gimana....



Kan udah dibilang mau ada efek wow di sidang MK....";1
Lama lama ky sidang racun kopi. Syukur lah rating iklan jd naik;1
"Jendral kardus...



Cawapres kardus...



Tim ahli hukum kualitas kardus...



Petinggi tim sukses doyan kardus...



Tim IT keselek kardus...



Pendukung kelas bawah masuk kardus...";1
belajar 24 jam sehari;1
mungut sabun jatoh setaun, hmm dijamin gak bakalan ngalami susah bab;1
"

Adaaaaw ngebayangin nya ngilu Bro";1
"kasian mulan nya . hahaha 

calon2 di embat orang.";1
selamat dikentutin terus selama 1 tahun dhan;1
Gagal nyaleg, difenjara pulak;1
Ntapssss... Ayo dibuat petisi sosok yg cocok untuk menemani Mba Mulan selama 1 tahun encet;1
"Nah coba meditasi dulu dah di penjara ya...

Semoga jadi lebih baik";1
rindu ahmad dhani yang dulu... musisi hebat.;1
Asyik tuh buat Om Dan;1
Karena nggak ada pelampiasan, akhirnya temen sekamar mungkin bisa jadi korban.;1
"
Udah ga ngerti lagi,landasan hukum yang di pake hukum apa ya?";1
ahok lebih lama;1
. waktu itu dia ngehina apa ke orang lain gan?;1
dipotong remisi dipotong masa tahanan dan dikasih Cuti menjelang bebas...hmmm...3 bulan lagi juga udah pulang ke rumah dia...;1
iya... tetangga ane cerita dg rinci klo g mau bakalndi intimidasi tiap hari;1
"Ijin nyimak gan,

Salam silaturahim";1
Sabun;1
1 + 1 = 2;1
"
Kebetulan ada temen polkis, sipir, sm mantan warga binaan gan.. jadi sedikit well informed lah";1
mas dani kenapa gak main musik lagi.;1
Nasibmoe Dhan;1
Emang beneran ya di penjara kek gitu ?;1
wah mayan nih neng mulan nganggur setaun. udh pasti diobok2 ama orang lain;1
monggo yg mau sepik sepik mulancrot waktu dan tempat dipersilahkan..;3
orang2 dgn kasus kayak AD ini harusnya jgn dihukum penjara, RUGI!! , hukum sosial/denda lebih bagus buat kasus2 kayak gini.;1
masih kurang lama.. menikmati masa2 adem ayem tentram tanpa ni orang;1
jangan keluar lagi klo perlu, berisik lagi pasti si botak;1
Hadapi dengan senyuman dhan;1
Wah, mbak mulan bakal nganggur setaon nih. Ada yang mau coba gak tuh?;1
njir gara2 ngomong idiot doang;2
Mayan disekolahin setaun biar pinteran dikit si botak;1
Sukurin maka nya ud bagus jd penyanyi aja fokus ke karir eh malah ikut2 an cari masalah;1
Ngeri bner bray;1
"dikucilkan... semacam ""nerd""nya orang sana  yang jadi pemimpin, biasane yg udah punya group/duo yg udah besar namanya";1
mayan lah setahun bisa berlubang gede itu lobang taik;2
cocok!!!;1
"Gpplah sekali2 rasain penjara 

Biar ada pengalaman buat diceritakan ke anak2nya

Bangga dong";1
mampoooosssss;3
beking nya gede gand nih.;1
biar kapok;1
Keluar penjara siap2 kena kasus lain..😂;1
YAELA KURANG LAMA !;1
"Biasanya kasus pencabulan anak sama pemerkosaan gan yg bakal digituin. Keluar penjara dijamin bs dipake maen kasti itu lobang. Luas dan lega 

Kalo kasus kek AD ga akan gitu lah. Apalagi doi punya nama gede";1
Anying merinding ane bayanginnya... Kalo diindo emang adakah yg model ginian?;2
Mungkin mereka nggak bisa berhubungan dengan istrinya lagi. Karena nggak ada pelampiasan, akhirnya temen sekamar mungkin bisa jadi korban. Semoga kita semua di sini engga akan jadi pelaku pelecehan seksual, dll ya 🙏🏼;1
udah bener2x jadi musisi, hasil karyanya bagus2 banget, malah sok sok jadi politikus, mamam dah tuhh;1
Pelaku pencabulan dan pemerkosaa mah bakal jadi bully2an abis di penjara... dibenci ama semua penghuni laen..;1
Mayan juga 1 tahun;1
mulaaaaaaan ayem kamiiiiiiiing;1
Waduh ngeri juga ya kalo kek begitu hehehe;1
"
Kalo kasus kek AD ga akan gitu lah. Apalagi doi punya nama gede
kok ente paham banget...:v";1
"abis kata ""idiot"" , sebentar lagi kata "" dungu"" masuk kotak";2
"None of you seem to understand. I'm not locked in here with you. 

YOU'RE LOCKED IN HERE WITH ME!!!";1
semoga dapat hidayah nanti;1
ditunggu lagunya yg bertemakan diskriminasi atau jeruji besi;1
"Syukurin 
Terima BATA";1
tau cara yang tepat untuk masuk penjara nih ...;1
tuh si mulan nganggur setahun siapa tau ada yg mau mungut.;1
kalo pelaku pembunuhan disertai mutilasi gimana gan?;1
kok pada ngomongin sabun?;1
who is the idiot now?;2
Kan ada bilik cinta gan? Bisa diatur katanya... kayak kasus freddy budiman dulu.. luthfi juga... inneke juga...;1
begitu keluar auto jd ulama;1
Lihat aja kalo besok pas keluar dari penjara bikin lagu, berarti dia dapat pencerahan selama dalam kurungan.Tapi kalo yg keluar kata2 arogan dan sok hebatnya, berarti masih kurang lama sekolahnya..;1
yang terbaik saja;1
"

 Wakakkakaa.... Kebaikan paling paripurna ya gan..bener jugakk lah..wkakaka";1
"KARENA PILIH PRABOWO ADALAH SEBUAH KEBAIKAN YANG HQQ :

APE LO 

APE LO";1
"

Dlm hal ini wowo ga salah

Hanya beda persepsi



Kabaikan bu ani menurut wowo tdk segaris dgn kebaikan menurut pak beye



Mgkn kebaikan menurut pak beye itu berdasar sikap istri ke suami, sedangkan wowo kan bkn suami nya bu ani";2
Kebaikan Pak Prabowo hanya berlaku yg mendukung dia dalam hal politik. Titik :terimakasih;1
kan milih dia berarti termasuk kebaikan ibu, yang nggak milih dia jahad ah;1
that's the true;1
Salah paham lagi, wowo gak ngerti apa yg di mau sby;1
"Mungkin maksudnya baik tp emang dasarnya sudah arogan apa yg terucap dari mulut ya ga sadar bernada arogan juga..



Dari tampang boyolali, wartawan miskin, lebih tni, de el el.



Basically karakter dia sendiri salah satu faktor kekalahannya..



Prabowo sebaiknya ikut kursus kepribadian atau public speaking supaya tau cara narik simpati orang.";1
mungkin klo di alam kubur yang ditanyakan, ikut dukung siapa??;1
pusing dukung yg mane;1
"semua yg dilakukan beliau terang terangan untuk menjadi presiden

SBY aja males ditumpangi

apalagi kalo agama yg jadi topeng";1
"da benar klo gitu mah

bagi wowok yg merupakan capres abadi

memilih dia adalah kebaikan paling tinggi bagi orang tersebut

dan mgkn berhak juga masuk surga karena itu



buktinya";1
Ribet kan lu;1
Bagi wowo, kebaikan bu ani adalah memilih dia di 2014 & 2019;1
Saat yang ada di pikiran hanya politik ya gini dah jadinya. Semua dianggap hal sepele. padahal saat di rumah duka harusnya menghindari hal yang bisa menyebabkan perpecahan. ini? Ah sudahlah terserah;1
Serem amat udah almarhum msh dipolotisasi. Ucapannya mencerminkan aliran politiknya. Kl dibilang gk cerdas tp nyapres.;1
Harus dikasih tau dulu.. Supaya menyampaikan hanya yg baik utk org yg baru meninggal. Harus dikasih tau dulu... Wkwkwk;1
ya iyalah , time nya gak pas bgt , ngomongin politik disaat lagi suasana duka, tidak elok dong pastinya;1
pantes luna gak sekolah, gak pernah belajar soal hidup;1
"itu kebodohanku, jangan di ulang lagi 

buktinya di ulang lagi

kemarin ngariel, sekarang ngaladin

sama sama di rekam juga

nyuruh orang jangan diulang, tapi dirinya sendiri mengulangi

kek nya mending diem aja kalo kek gitu

itu berarti namanya demen, ngapain di tahan tahan

gak enak jadi orang munak, minta maaf melulu kerjaan nya

mending jadi orang itu apa adanya

rusak yah rusak aja, gak usah pake di ralat ralat segala

publik ngeliatnya tambah eneg ntar adanya

contoh tuh young lex, dia sama sekali gak berusaha menjadi orang lain, dia nampilin kerusakan dirinya apa adanya, dan proud of it

ane lebih respek yg kek gitu daripada org yg sibuk bermunak ria";3
ini tukang spoiler berbahaya;1
Iyyaahh tapi angka 2 dan angka 5 cukup jauhh;1
Bukan hny dibioskop,semua tmpt kali alay semua nya;1
temen ane juga begitu mulei film eh di story dong....pelis deh;1
"ya udah tangkepin aja



si vallen sekalian aja, penyanyi sukuisme itu.



nyanyi ga pake bahasa indonesia yang baik dan benar.";1
khilaf ini keknya gegara pengen update status di iG;1
lagi dan lagi...;1
semoga diproses... jangan mentang mentang artis trs bebas gitu aja...;1
"

ng3w3 jg direkam om";3
Jangankan film aladin yang direkam,dia aja bikin film ehem2 sama Ariel aja direkam juga;3
Videonya mana;1
Mending gan, temen ane beli popcorn dibioskop doang dijepret ampe 5x di upload di fb, cuma popcorn doang kesannya uda wah bnget bisa ke bioskop doang;1
"gw mah mendingan nonton torrentnya aja walaupun masih hdcam/TS.. yg penting gw nonton ndiri di layar kaca tv gw ndiri... gak ada orang sebelah yg ngelantur sana sini... Kalau udah ada versi BluRay resmi gw beli... Buat koleksi.



Kapok nonton di bioskop Indo, rata2 udik... Nonton yg non cineplek jg sama... Mahal2 gw beli tiket buat dengerin suara film plus bonus silau hape, bunyi sms/wa, kilatan lampu flash dan bacot2 sok tau penonton... Asu emang...";3
"Artis alay, kebiasaan apa2 direkam biar semua org liat.

Gk pernah belajar dr kesalahan..";3
"padahal kan kalo nonton bioskop ada pengumumannya lebih awal soal UU menyebarkan film secara ilegal seperti merekam, membajak dll ada tindak pidana & ganti rugi



ini artis pada ga baca, ga tau apa pura2 bego dah, gw kira orang biasa doang yg suka alay macem gini artis juga ada ya";3
kata rekam ama luna maya jadi keingetan pas ama ariel tapi cut tari kok ga rekam juga ya;1
Bukan kebodohan itu mah, kenikmatan;2
Hobi merekam sudah sejak lama. Dulu;1
Terlalu lebay kalau ane blg mah, kalau pun udah nonton ya biasa aja, gak mesti posting sana sini biar satu dunia semua tahu dia udah nonton;2
"
Ini keenakan gan";1
dah tua masih alay;3
"

wah2.. ogut gasuka maen belakang";1
kirain cuplikan yg bikin leher encok miring;1
Nontonnya di LN ya gan?;1
"




mana ada yg maw bekas orang, udah gitu seluruh indonesia udah taw lagi  kl diem2 bae mah mgkn masih ada chance";1
"Ya Udahlah gan Maapin Aje cantik juga kan, jadi kalo agak bl**n kaga napa masih dimaapin 

   LOL";3
Artis film umbar gituan ya aneh sih ...kalo anak alay masih taraf normal bagi mereka;2
Krn alat bukti gk lengkap yakni bagian orgsme-nya, Aril creampie atau Luna di-facial;3
"Lah, ada yg upload di youtube hasil rekam kok ga diributin yak. 

mentang2 yg posting artis";1
inget kebiasaan lama? suka videoin;1
definisi udik;2
Luna Maya;1
"


Kenapa sih jaman now orang-orang gak bisa biasa aja saat nonton bioskop?



Cuma tinggal duduk, makan cemilan & minum softdrink menikmati pengalaman sinematik aja susahnya bukan main!



Ayolah!

Nikmati pengalaman nyata lewat kedua mata & kedua telinga!



Belum lagi kalau menyalakan HP pastinya bikin silau orang disebelah dan belakangnya. Jadi terganggu mereka yang ingin merasakan sensasi nyata sinematik.



Apalagi kali ini yang melakukan adalah seorang aktris film. Harusnya dia paham esensi dari diputarnya film di gedung bioskop dengan layar yang besar!


the root problem is ""intinya pengen pamer""";1
"

aaah iyaaa 



+62 mksd'a....";1
"Budaya goblok smartphone

Masukin bui aja nih";2
"



Jgn rasis gan, dia kn nyanyi pake bahasa daerahnya biar masyarakat kenal budaya asalnya";1
buset 8 taun;1
"


Intinya dia pengen pamer kalau dia termasuk orang yg bisa liat tayangan perdana di bioskop

Cuma biar berkesan ngga arogan, dipakailah istilah SHARING PENGALAMAN







kalau pengen pamer kan bisa foto tiketnya.. malah sampe ada tanggal jam nya pula.. jd makin keliatan kalau mau pamer nonton perdana



gw jg paling enek bgt tuh kalau ada yg nyalain hp saat film mulai.. apalagi nyalainnya gk guna bgt macem buka ig atau wa dll.. bikin silau dan ganggu.. biasanya langsung gw tegor, malah pernah sampe gw laporin security";1
Cuplikan film Aladick aja mbak lun;1
bagusan mana sama anastasia? gua anak kereta soalnya;1
Di negara +62 sesuatu yang tidak heran.;1
demi konten;1
"untung di penjara aja, mbo'e

Coba minta ganti rugi dr pembuat film bisa modar bayar utang + di penjara

Lama2 bisa masuk industri film bokep ente";2
artis ndeso, bagus aladin yang ini;2
"
Tiket. Popcorn. Collectibles item. Depan poster.





Photo dulu";1
noraknya itu lho;3
"Apalagi kali ini yang melakukan adalah seorang aktris film. Harusnya dia paham esensi dari diputarnya film di gedung bioskop dengan layar yang besar!


Intinya dia pengen pamer kalau dia termasuk orang yg bisa liat tayangan perdana di bioskop

Cuma biar berkesan ngga arogan, dipakailah istilah SHARING PENGALAMAN";1
"segala tiket doang aja bs d'cekrek upload...



emang dasar netijen +65 msh byk yg lebay,...";3
"
biasa aja ga sombong 




Kalo Analdin, uda nonton blum gan?";1
Sekarang, netijen bisa tau kenapa Reino Barack lebih milih Syahrini.;1
Dia kira Indonesia cuma Jawa..;1
Saat ini orng klo melakukan sesuatu aplg mengeluarkan uang pribadi pst ingin Show Off/pamer biar tekesan kekinian,Gak KuDet,Lagi ngetrend lach.... meskipun yg dilakukannya terlihat Bodoh dan Konyol... aplg smpi melanggar hukum;1
"org2 jaman now mmg gtu TS..

kusarankan ke tempat yg mahalan kaya cinemax gold..lmayanlah sdiki yg alay...

tapi kalo yg biasa ampun dah main hp didalam bioskop,ada yg spoiler malah ada yg grepe2...";2
Jaman skrg boker di wc pun direkam, aplgi nonton di theater film, udh gtu premiere lgi;1
kampungan;2
Ancaman penjara karena posting film orang lain, bukan karena filmnya sendiri;1
"Udah tua bangka masih alay juga, heran deh 



Padahal klo emang ngefans kan bisa sabar nunggu terus beli versi bluraynya, setel dah di tv atau pakai infokus.



Bisa juga kek warga sini yang pas seneng sama film tertentu nonton bisa lebih dari 5x dihari yang sama. 



Asli pengen pamer aja tuh, semoga beneran kena penjara biar rada jalan tuh otak.";3
Artis alay, mantan si ariel;3
Kek yg baru ke bioskop aja maen rekam-rekam segala;1
korban ngariel...;1
"yaaaaaa

kirain bikin video baru....







utg blum tlanjur ane triak2 minta link";1
"terus g di proses hukum ?!

najis dah";2
aktris kok membajak;1
CAM ?;1
bukan, itu kenikmatan.;1
dikit2 jepret,upload..;1
 +65 tuh Singapuraaaa breeyyyy;1
"""Itu kebodohan aku aja. Jangan sampe diulangi lagi pelajarannya,"" ungkapnya.







""bikin film"" sama A, kebodohan bukan?";2
"Apalagi kali ini yang melakukan adalah seorang aktris film. Harusnya dia paham esensi dari diputarnya film di gedung bioskop dengan layar yang besar!


Paling aman rekam pake handycam trus sebarin ke public dan jual dgn harga murah. Itung2 bisa balik modal masuk bioskop.";1
alayyyy....;2
"


Aneh-aneh aja ya gan. Bagaikan peradaban baru datang sepuluh tahunan ini.



Niat asli share story ya tujuan aslinya cuma:

""Hey gua ke bioskop nih""

""Gua nonton film ini pertama loh""



Padahal bioskop udah ada dari jaman belanda dan film Hollywood sudah rutin masuk sejak jaman orba. Tapi masih aja norak bagaikan peradaban baru masuh sepuluh tahunan ini.";2
yg kasus dg ariel aja kasusnya bs menguap kok...;1
"

Mungkin yang dimaksud +62";1
"intinya cmn 1: demi ngeksis, cari perhatian. udah itu aja   



ane kl nonton film yg nge-hype paling banter foto tiketnya doang sambil ngetag cewe ane. udah itu aja. gak sampe ngerekam2 segala. kampungan menurut ane";2
pengen dibilang exist;1
penjarain aja lah bodo amat;1
aladdin (1995) yang dibintangin christopher clark ama simona v lebih mantap..;1
trnyata buka gw doang yg nora ke biaskop artis dan org kaya jg pada nora. hmm;3
tiket nya di poto, cemilan nya di poto, kursinya di poto, jgn lupa meki nya di poto trus di aplod;3
"

ya kalau dia mau foto popcorn, suka2 dia lah.. dia beli pake uangnya ini dan tidak mengganggu org lain.. gw sih kagak peduli



gw yg eneknya itu, kalau nyalain hp untuk SG bahkan ada yg nyalain hp untuk buka wa atau ig krn dia bosen nntn filmnya.. cahaya ya ganggu org yg lagi nnti.. bikin silau



biasanya kalau deket langsung gw tegur, kalau ngeyel gw ancam lapor security..";1
"Artis norak





Terim bata nya gan";3
Ane suka yang khilaf2, May…;1
intinya dia ga kenapa2 kan? cuih!;2
Aladin xxx fuck by genie;2
baca berita luna maya jadi inget Boril;1
"Kadang Kala Khilaf....!

Semoga tidak sering....!";1
"antri baris dlu lah ama neng luna.... 

Bisa kalih di pangku";1
"semoga mbak Luna tidak kapok ""buat film"" lagi.. ditunggu ya mbak karya selanjutnya";1
ndeso ya akhi;2
"
tar di anu di dlm sel brayy pan syng tu

msh kinyis2




bata mania";1
"gw dah lama nonton pilem aladdin

biasa aja ga sombong";1
Nih org udah makin tua udah mulai berkerut komunknya.... Kasian gk kimpoi2.;3
mari2 mari kimpoii si luna;3
waduh terancam bui, kemarin rekam film bareng si A, malah si A yang masuk bui;1
kalo posting aladin XXX parody sih gpp, apalagi pemerannya elu;1
"

Soalnya di tempat tertentu popcorn di bioskop lebih mahal dari tiketnya 🤣🤣🤣, contoh di tempat w tiket bioskop cuma 30k, makanan popcorn + minum nya aja 75k.";1
prawan tua hiks;3
Kok boleh ngerekam? Bukannya xxi ada camera infrared?;1
queen bokep;2
"

Wkwkw parah amat";1
"lun lun,, lebay amir siy lu

konveksi tas";3
"soal memvidiokan ya..

luna suka khilaf";1
perilaku ndesooo...;2
"

udah sering kali gan masa ente kagak tau";1
wkwkwkwkk;1
kebiasaan pamer sih hidupnya hmm;1
Kok pake di upload segala ya kan spoiler tuh;1
"Ane gak demen liat cerita disney yg dilive action kan, malah terlalu dilebih-lebihkan ceritanya. 



Terakhir nonton hansel and gretel witch hunter ngakak jadi ancur ada hawkeyenya";1
"Paling bt pas yg didepan menyalakan hp, apalagi ternyata merekam adegan biar sebentar tapi mengganggu 

Tapi semoga LM tidak sampai ditahan, kasihan juga ...";1
"


Terakhir nonton hansel and gretel witch hunter ngakak jadi ancur ada hawkeyenya 


Hawkeye kan si hensel nya";1
dah mulai lupa gan sama yang 1 ini;1
"

Emang masih ada sinyalnya?!";1
paschal dahulu wow gila ini HP,penolong buat anank kosan;2
"dulu ane pakenya Wifone, mirip telepon rumah bentuknya

tinggal isi pulsa Esia, bisa SMS Telpon";1
"sok di adaken lagi 

hehe";1
yg Punya aja gak ambil pusing..... masih hobi foya foya;1
yg Punya aja gak ambil pusing..... masih hobi foya foya;1
bagus di iklan aja esia...dulu iklannya lucu2 macem axis;1
gegara doanya org2 korban lapindo kayaknya;1
Hahaha jaman dimana 1 rupiah per sms, dan sesama esia nelponya waduh lama lama.;1
"pantesan si bakery dukung si withoutdick ... biar utangnya dihapus dgn dalih ""bencana alam"" kek lumpur lapindonya si yusup martabak,
... entar esia ditutup dgn dalih berdampak sistemik ... untung si dickless kalah";3
Lahirnya singkat menyingkat waktu sms ya esia ini;1
"Yang ""kntl"" 4 rupiah gan";2
Ane masih ada hp nya nih;1
makin nyungsep aja si esia;1
Tanggung jawab lapindo dulu;1
"THREADNYA BERMANFAAT DAN MENARIK DISINI SAYA MAU NAMBAHIN BONUS TS BIAR RAME
YANG MAU NYEDOT LEBIH BANYAK SILAHKAN KLIK DISINI";1
Baru inget klo ada opeartor ini;1
Inget hp esia inget pernah liat kejadian jambret waktu masih kuliah.. ada orang lagi main hp esia pinggir jalan disaut sama orang boncengan motor, gak kena malah ditimpukin hp esia nya ke penjabret sekalian sambil diteriakin anjing lu..;2
Alhamdulillah dulu pernah ngerasain pake hape bundling esia meski cuma sebentar soalnya cuma ngejar gratis telepon sesama esia.;1
sama gan.. ane pake kartu bebas;1
"dulu smartfren juga cdma kan ya?
cuma mungkin mereka tau masa depan suram industri layanan cdma, langsung pindah bisnis ke gsm dah";1
Hp murah buat sms-an dengan wallpaper kertas dibalik layar, Esia.;1
denger denger path yang mati juga pernah di suntik bakrie grup.. rugi mulu tu orang..;1
ane sampe skrg tetep setia pke esia hidayah;1
andelan jaman pacaran dulu.. murah telponnya;1
emg skrg produk dari usahanya apa dah? kok bisa masih bertahan ya?;1
ringtone ringtone adzan nya ngangenin;1
esia,,, pelopor telp murah,,,;1
Gila masih ada ternyata sampe sekarsng, kirain dah di tutup dari dulu. Mungkin karena punya bakrie ya?;2
Mereka sudah mendapat hidayah;1
Gak pernah pake CDMA;1
"ketika sedang trend menjadikan esia sebagai secondary operator, sampai saat ini pun ane belum sempat merasakan itu.
masih melekat dalam ingatan dimana kala itu setiap kopdar rata-rata pada punya.";1
Paling kamoooh pake buat vibrator cewek;2
"jadi ingat masa pacaran dulu
pelit kata-kata karna ingin murahnya";1
"Dengan kondisi yang demikian, investor tentu bertanya-tanya mengapa hingga detik ini perusahaan masih betah melantai di BEI. Toh, sudah beberapa tahun saham perusahaan tidak disentuh pasar.
masih berharap ada investor, atau diakusisi";1
"jadi monumen di bei itu.
moga saja ada investor yang mau kerjasama.";1
dikira dah ancur dari kemaren2;1
kan buat pengingat waktu minum kopi eh waktu sholat tepatnya;1
Bangke itu aset berapa? Masa dari jaman batu usaha kagak jalan masih maen di BEI? dikira komoditi/valas kali itu sahamnya;1
resiko kerja ama penjahat. urusan kagak jauh dari ngemplang ama janji kosong;2
"Saya Sebagai Alumni Esia turut berduka  
Mari Viralkan Gerakan #SaveEsia";1
nelpon 1 jam Rp1.000 gan;1
kantor ane msh pake ceria;1
waduh esia oh esia;1
punya Bakrie grup yak...? Gak masalah utang 16T juga...;1
Contoh paling real, bisnis yang kebantai teknologi baru... Mulai sesak napas nya pas BBM mulai trending, dan mati total saat jaman Smartphone;1
Kasian banget yg 10 org itu ngapain ya ?😭😭;1
"minimnya inovasi ya gini deh.. apalagi perusahaan dg basis teknologi informasi yg daya saingnya makin lama makin ketat..
Dibutuhkan gebrakan yg bener2 wah disemua lini supaya nih perusahaan bangkit kembali.
Tapi melihat keluarga bakrie lebih tertarik ngurusin wahana tontonan adu jotos manusia, ya tinggal nunggu waktu aja nih esia innalilahi tutup usia.";1
"Operator ini yg membuat sebagian masyarakat Indonesia menjadi alay dengan dengan SMS 1rupiah perhurup
Kntl";2
bokap ane pernah jadi korban esia hidayah juga wkwkw;1
"untuk smart dan fren bergabung jadi masih eksis sampai sekarang
kenapa ya esia ga jadi gsm
padahal masih banyak yg favoritin esia";1
Ayo pak jokowi selamat esia bersama bapak dagu panjang;1
"Melongo ...
17 T itu utang, atau nilai saham yang beredar ?
Contoh kasus kayak gini ini, makanya saat bikin usaha jenis tertentu yang menunjukkan sedang booming, perlu ada riset mengenai jumlah pelanggan, diperbandingkan dengan jumlah ""kawan bermain"" yang ada, diperbandingkan dengan kemampuan distribusi jasanya seberapa (terkait dengan ketersediaan modal).
Sama kayak rame-rame kapan hari perkara jualan akik itu. Yang bertahan adalah mereka yang sudah punya nama, jaringannya memadai, dan modal yang kuat. 
Itu kalau dialihkan untuk server game, apa peralatannya mendukung, yah ?";1
saham BTEL ini memang dari dulu gak jelas dan mismanajemen.;1
Hape ecek ecek ini mah....;1
"1.power bakrie
2.pertimbangan group bakrie masih kuat di sektor lain";1
pdhl gw ada nocan nama gw di nomernya;1
Wek. Ga bakal gua beli nih saham.;1
Suka atau tidak suka hp esia bakal jadi barang antik dan nilai jual nya bakal tinggi loh gan;1
Dulu ane pakai AHA, sinyal bagus speed ok. Smartpret saat itu keluarin jg hape setrika, maksud ane hape klo di cas bisa bwt nyetrika baju;1
waduh ini era pas ane lagi kuliah, irit irit pulsa.  tp ane dulu pake flexi, dulu flexi ditelponnya banyak gratis, klo esia di sms'nya.;1
si semar cukup pintar dg melompat ke jaringan poji..Tp masih mid level lah;1
lah ane kira udah tutup perusahaan nya. masih ada ternyata;1
wuih dr 1000 karyawan tinggal 10 orang aja 2018;1
esiaaapp;1
17T;1
wah padahal punya hp ber hidayah lo;1
Jd inget dl jaman2 cdma booming;1
"Esia, Fren, Flexy sama aja nasibnya.
Beruntunh Fren bisa dilebur ke Smart n ngambil basis GSM";1
"lo kalo mau post poto"" mulus mending disini aja ke trit khusus poto mulus, biar ga ngejunk di trit orang, kasian yg puny nih trit..";1
old ini gan;1
murid gw dulu...pas razia hp...dapet nya esia segepok;1
doa orang korban lumpur laper ndro ini sih;1
itu sisa 10 orang apaan dah posisinya? dewan direksi ya? kantornya gimana ya sekarang?;1
